Annotation Specialist,Subjective Impression,OneWord,Song,Performer,Performer2,Performer3,Performer4,Performer5,label,label2,label3,label4,,producer,producer2,producer3,producer4,producer5,producer6,Producer7,Producer8,songwriters,songwriter2,songwriter3,songwriter4,songwriter5,songwriter6,songwriter7,songwriter8,songwriter9,songwriter10,songwriter11,songwriter12,songwriter13,songwriter14,songwriter15,songwriter16,songwriter17,songwriter18,songwriter19,songwriter20,songwriter21,songwriter22,songwriter23,songwriter24,songwriter25,songwriter26,songwriter27,songwriter28,songwriter29,songwriter30
Ryan,yeah this is a surefire ripski,Rips,Summer Love,Justin Timberlake,,,,,Jive,Zomba,,,,Timbaland,Danja,Justin Timberlake,,,,,,Justin Timberlake,Tim Mosley,Nate Hills,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,"this song is a little long for what it is, but i like it",Rips,Bed Of Roses,Bon Jovi,,,,,Mercury,Jambco,,,,Bob Rock,,,,,,,,Jon Bon Jovi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,this is certainly a funkdog exclusive,Rips,A Bay Bay,Hurricane Chris,,,,,J,Polo Grounds Music,Go Live,Sony BMG,,Phunk Dawg,,,,,,,,Chris Dooley Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,this is a car ride song 100%,Rips,Home,Phillip Phillips,,,,,Interscope,,,,,Drew Pearson,,,,,,,,Greg Holden,Drew Pearson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,imagine if bts pulled up to the party that'd be crazy,Rips,Fake Love,BTS,,,,,Big Hit,Columbia,Universal Japan,,,Pdogg,,,,,,,,Hitman Bang,Pdogg,RM,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,this is a no from me dawg,Doesn't Rip,Ironic,Alanis Morissette,,,,,Maverick,Warner Bros.,,,,Glen Ballard,,,,,,,,Alanis Morissette,Glen Ballard,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,mariah carey is generational ,Rips,Obsessed,Mariah Carey,,,,,Island,,,,,Mariah Carey,Tricky Stewart,The-Dream,,,,,,Mariah Carey,Christopher Stewart,Terius Nash,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,not a huge fan but respect to doing your own verse and chorus,Doesn't Rip,No,Meghan Trainor,,,,,Epic,,,,,Ricky Reed,,,,,,,,Meghan Trainor,Eric Frederic,Jacob Kasher Hindlin,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,this song raised me,Rips,Just A Dream,Jimmy Clanton And His Rockets,,,,,Ace Records,,,,,John Vincent,,,,,,,,Jimmy Clanton,Cosimo Matassa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,congratulastions i'm sorry is a really good album name if you ask me,Rips,Follow You Down/Til I Hear It From You,Gin Blossoms,,,,,A&M,,,,,John Hampton,,,,,,,,Jesse Valenzuela,Robin Wilson,Marshall Crenshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,i can't really vibe with the talking at the start,Doesn't Rip,Lullaby,Shawn Mullins,,,,,SMG,Columbia,,,,Shawn Mullins,,,,,,,,Shawn Mullins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,"if i did that, i think i'd have a heart a-a-a-a-a-a-a-a-aaaaaaa",Rips,Heart Attack,Demi Lovato,,,,,Hollywood,,,,,The Suspex,,,,,,,,Mitch Allan,Jason Evigan,Sean Douglas,Nikki Williams,Aaron Philips,Demi Lovato,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,"beyonce is a hitmaker, this is gas",Rips,Drunk In Love,Beyonce,Jay Z,,,,Parkwood,Columbia,,,,Detail,Knowles,Timbaland,J-Roc,Boots,Dre Moon,Soko,SoolGotHits,Beyoncé Knowles,Noel Fisher,Shawn Carter,Andre Eric Proctor,Rasool Diaz,Brian Soko,Timothy Mosley,Jerome Harmon,,,,,,,,,,,,,,,,,,,,,,
Ryan,where is maria :(,Rips,Let Me Love You,DJ Snake,Justin Bieber,,,,Interscope,,,,,DJ Snake,Andrew Watt,Louis Bell,,,,,,William Grigahcine,Justin Bieber,Andrew Watt,Ali Tamposi,Brian Lee,Louis Bell,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,wedding type song,Rips,I'll Be There,Mariah Carey,,,,,Motown (M 1171),,,,,Hal Davis,,,,,,,,Berry Gordy,Bob West,Willie Hutch,Hal Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,Usher's profile picture on spotify is him holding a peach,Rips,My Way,Usher,,,,,LaFace,Arista,,,,Jermaine Dupri,Manuel Seal,,,,,,,Jermaine Dupri,Manuel Seal,Usher Raymond,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,"i think its okay, i just don't know when i'd listen to it",Doesn't Rip,Never Ever,All Saints,,,,,London,,,,,Cameron McVey,Magnus Fiennes,,,,,,,Shaznay Lewis,Robert Jazayeri,Sean Mather,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,"imagine getting dissed by ludacris, that'd be crazy. also every song he makes is about booty",Rips,How Low,Ludacris,,,,,DTP,Def Jam,,,,T-Minus,,,,,,,,Christopher Bridges,Tyler Williams,Carlton Ridenhour,Eric Sadler,Hank Shocklee,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,pure diamond,Rips,Headlines,Drake,,,,,Young Money,Cash Money,Republic,,,Boi-1da,Noah '40' Shebib,Hikwa MM,,,,,,Aubrey Graham,Anthony Palman,Matthew Samuels,Noah Shebib,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,by aunt jamie's first concert ws a boys ll men concert,Rips,On Bended Knee,Boyz II Men,,,,,Motown,,,,,Jimmy Jam and Terry Lewis,,,,,,,,Jimmy Jam and Terry Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,i still miss old kanye :(,Rips,Good Life,Kanye West,T-Pain,,,,Roc-A-Fella,Def Jam,,,,Kanye West,Mike Dean,Toomp,,,,,,Kanye West,Aldrin Davis,Faheem Najm,James Ingram,Quincy Jones,John Stephens,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,honestly i just don't really know,Doesn't Rip,Leavin',Jesse McCartney,,,,,Hollywood,,,,,"Christopher ""Tricky"" Stewart",The-Dream,,,,,,,"Christopher ""Tricky"" Stewart",Terius Nash,James Bunton,Corron Ty Cole,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,this song will revive me if i ever need it ,Rips,OMG,Usher,will.i.am,,,,LaFace,,,,,will.i.am,,,,,,,,William Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,maroon 5 has been popular for so long i don't understand ,Rips,Maps,Maroon 5,,,,,222,Interscope,,,,Ryan Tedder,Noel Zancanella,Benny Blanco,,,,,,Adam Levine,Ammar Malik,Benjamin Levin,Noel Zancanella,Ryan Tedder,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,21 savage > 21 pilots ,Doesn't Rip,Heathens,Twenty One Pilots,,,,,Atlantic,Fueled by Ramen,Warner Bros.,,,Mike Elizondo,Tyler Joseph,,,,,,,Tyler Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,this is real nostalgia,Rips,"In The Still Of The Nite (From ""The Jacksons"")",Boyz II Men,,,,,Standord,Ember,,,,Marty Kugell,,,,,,,,Fred Parris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,"this is so breathy bro, but its sweet",Doesn't Rip,Have You Ever?,Brandy,,,,,Atlantic,,,,,David Foster,,,,,,,,Diane Warren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,this beat is crazy for the time it came out,Doesn't Rip,I'm Still In Love With You,New Edition,,,,,MCA,,,,,Jimmy Jam and Terry Lewis,,,,,,,,James Harris III,Terry Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,it's not sure unqiue but its cool,Rips,MMMBop,Hanson,,,,,Mercury,,,,,Dust Brothers,Stephen Lironi,,,,,,,Isaac Hanson,Taylor Hanson,Zac Hanson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,bruh ,Rips,Jumper,Third Eye Blind,,,,,Elektra,,,,,Stephan Jenkins,Eric Valentine,,,,,,,Stephan Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,<3 that scene with richie in the bear,Rips,Love Story,Taylor Swift,,,,,Big Machine,,,,,Nathan Chapman,Taylor Swift,,,,,,,Taylor Swift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,bruno mars is a god upon men,Rips,Lighters,Bad Meets Evil,Bruno Mars,,,,Shady,Interscope,,,,Eminem,The Smeezingtons,Battle Roy,,,,,,Marshall Mathers,Ryan Montgomery,Peter Hernandez,Philip Lawrence,Ari Levine,Roy Battle,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,"can't really vibe with r kelly anymore, i think that's a given",Doesn't Rip,I Can't Sleep Baby (If I),R. Kelly,,,,,Jive,,,,,R. Kelly,,,,,,,,Robert Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,he makes silly noises at the start,Rips,Just Lose It,Eminem,,,,,Aftermath,Shady,Interscope,,,Dr. Dre,Mike Elizondo,,,,,,,Marshall Mathers,Andre Young,Mike Elizondo,Mark Batson,Chris Pope,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,"kendrick is a staple, if people don't like any kendrick song i would question their judgement",Rips,Love.,Kendrick Lamar,Zacari,,,,Top Dawg,Aftermath,Interscope,,,Teddy Walton,Sounwave,Greg Kurstin,Top Dawg,,,,,Kendrick Duckworth,Zacari Pacaldo,Travis Walton,Mark Spears,Greg Kurstin,Anthony Tiffith,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,this is cool and stuff just not right now ,Doesn't Rip,Every Time I Close My Eyes,Babyface,,,,,Epic,Sony,,,,Babyface,,,,,,,,Babyface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,i could see this in a movie,Rips,I Don't Want To Wait,Paula Cole,,,,,Warner Bros.,Imago,,,,Paula Cole,,,,,,,,Paula Cole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,I like the beat a lot ,rips,Jumpman,Drake,Future,,,,Young Money,Cash Money,Republic,Freebandz,,Metro Boomin,,,,,,,,Aubrey Graham,Nayvadius Wilburn,Leland Wayne,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,not catchy enough to be that autotuned,does not rip,Down,Fifth Harmony,Gucci Mane,,,,,,,,,,,,,,,,,Jude Demorest ,Gucci Mane ,Dallask ,Ammo,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,I like the chorus ,does not rip,E.T.,Katy Perry,Kanye West,,,,Capitol,,,,,Dr. Luke,Max Martin,Ammo,,,,,,Katy Perry,Lukasz Gottwald,Max Martin,Joshua Coleman,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,nothing special but good chorus,does not rip,Love Lies,Khalid,Normani,,,,RCA,,,,,Charlie Handsome,Digi,,,,,,,Khalid Robinson,Normani Hamilton,Jamil Chammas,Ryan Vojtesak,Tayla Parks,,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,I vibe with it ,rips,Family Affair,Sly,The Family Stone,,,,Epic 5-10805,,,,,Sly Stone,,,,,,,,Sly Stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,It is super vibey and I like it,rips ,Hey Ma,Cam'Ron,Toya,Juelz Santana,Freekey Zekey,,Roc-a-Fella / Def Jam / Diplomat,,,,,DR Period,Mafia Boy,,,,,,,Cam'ron Giles,LaRon James,Darryl Pittman,Lionel Richie,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,THIS SONG TURNS UPPPP,rips,No Hands,Waka Flocka Flame ,Wale,Roscoe Dash,,,,,,,,,,,,,,,,Waka Flocka Flame ,Wale,Roscoe Dash,Drumma Boy,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,very catchy,rips,Humpin' Around,Bobby Brown,,,,,MCA,,,,,L.A. Reid,Babyface,Daryl Simmons,,,,,,Antonio Reid,Kenneth Edmonds,Daryl Simmons,Bobby Brown,Thomas Keyes,"Jan C. ""Stylz"" Styles",,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,immaculate upbeat vibes,rips,I Wish,Stevie Wonder,,,,,Tamla,,,,,Stevie Wonder,,,,,,,,Stevie Wonder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,too slow and long for me ,does not rip,November Rain,Guns N' Roses,,,,,Geffen,,,,,Mike Clink,Guns N' Roses,,,,,,,Axl Rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,classic and timeless,rips,I Will Always Love You,Whitney Houston,,,,,RCA Victor,,,,,Bob Ferguson,,,,,,,,Dolly Parton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,idk i think she should stick to christmas,does not rip,Dreamlover,Mariah Carey,,,,,Columbia,,,,,Mariah Carey,Dave Hall,Walter Afanasieff,,,,,,Mariah Carey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,I mean its iconic,rips,Mr. Brightside,The Killers,,,,,Island,Lizard King,,,,The Killers,,,,,,,,Brandon Flowers,Dave Keuning,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,glee ew,does not rip,Just The Way You Are,Glee Cast,,,,,Elektra,Atlantic,,,,The Smeezingtons,Needlz,,,,,,,Bruno Mars,Philip Lawrence,Ari Levine,Khalil Walton,Khari Cain,,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,maddona is a vibe ,rips,Music,Madonna,,,,,Maverick,Warner Bros.,,,,Madonna,Mirwais Ahmadzaï,,,,,,,Madonna,Mirwais Ahmadzaï,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,what an icon,rips,I'm Your Baby Tonight,Whitney Houston,,,,,Arista,,,,,L.A. Reid,Babyface,,,,,,,L.A. Reid,Babyface,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,its aight,rips,Freak Me,Silk,,,,,Keia,Elektra,,,,Keith Sweat,T.H.,,,,,,,Keith Sweat,Roy Murray,Teno West,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,very raw emotion,rips,I Have Nothing,Whitney Houston,,,,,Arista,,,,,David Foster,,,,,,,,David Foster,Linda Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,POP OFF QUEEN,rips,Just Like Fire,P!nk,,,,,RCA,Walt Disney,,,,Max Martin,Shellback,Oscar Holter,,,,,,Alecia Moore,Max Martin,Karl Johan Schuster,Oscar Holter,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,I love this song it bops,rips,Lose Yourself,Eminem,,,,,Shady,Interscope,,,,Eminem,Jeff Bass,Luis Resto,,,,,,Eminem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,she has a vibe that transports you ,rips,If It Makes You Happy,Sheryl Crow,,,,,A&M,,,,,Sheryl Crow,,,,,,,,Sheryl Crow,Jeff Trott,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,sounds like it was on greys anatomy ,does not rip,Hero,Enrique Iglesias,,,,,Interscope,,,,,Mark Taylor,,,,,,,,Enrique Iglesias,Paul Barry,Mark Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,good beat and catchy,rips,Love Me Like You Do,Ellie Goulding,,,,,Cherrytree,Interscope,Republic,,,Max Martin,Ali Payami,,,,,,,Max Martin,Savan Kotecha,Ilya Salmanzadeh,Ali Payami,Tove Nilsson,,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,got the swanky beats ,rips,I Still Love You,Next,,,,,,,,,,,,,,,,,,R.L. (Robert L. Huggar),Raphael “Tweet” Brown,Darren Lighty,Tony “Prof-T” Tolbert,Arkeida Clowers,Babyface ,Darnell Bristol,Sidney DeWayne,,,,,,,,,,,,,,,,,,,,,,
Shaylie,very 2000s core,rips,Love Don't Cost A Thing,Jennifer Lopez,,,,,Epic,,,,,Ric Wake,Richie Jones,Cory Rooney,,,,,,Damon Sharpe,Greg Lawson,Georgette Franklin,Jeremy Monroe,Amille D. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,its ok ,rips,Let's Ride,The Game,,,,,Geffen,,,,,Scott Storch,,,,,,,,"Storch, S.",Jayceon Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,he has a good voice,rips ,Don't,Ed Sheeran,,,,,Asylum,Atlantic,,,,Rick Rubin,Benny Blanco,,,,,,,Ed Sheeran,Benjamin Levin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,so 2000s core I can't,rips,Jump,Van Halen,,,,,Warner Bros.,,,,,Ted Templeman,,,,,,,,Eddie Van Halen,Alex Van Halen,David Lee Roth,Michael Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,too slow for me,does not rip,How Do You Talk To An Angel,The Heights,,,,,Capitol,,,,,Steve Tyrell,,,,,,,,Barry Coffing,Steve Tyrell,Stephanie Tyrell,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,I always have loved this one,rips,No Diggity,BLACKstreet ,Dr. Dre,,,,Interscope,,,,,Teddy Riley,"William ""Skylz"" Stewart",,,,,,,Teddy Riley,Chauncey Hannibal,Lynise Walters,William Stewart,Dr. Dre,,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,idk its not my vibe ,does not rip,I Feel It Coming,The Weeknd ,Daft Punk,,,,XO,Republic,,,,Daft Punk,Doc McKinney,Cirkut,The Weeknd,,,,,Abel Tesfaye,Thomas Bangalter,Guy-Manuel de Homem-Christo,Martin McKinney,Henry Walter,Eric Chedeville,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,I love christmas so its a bop,rips,It's The Most Wonderful Time Of The Year,Andy Williams,,,,,Columbia,,,,,Robert Mersey,,,,,,,,Edward Pola,George Wyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,its ok just not for me,does not rip,Love Somebody,Rick Springfield,,,,,RCA,,,,,Rick Springfield,Bill Drescher,,,,,,,Rick Springfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,The vibes are immaculate,rips,Hot In Herre,Nelly,,,,,Universal,Fo' Reel,,,,The Neptunes,,,,,,,,Cornell Haynes,Pharrell Williams,Chad Hugo,Charles Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,this is so mysterious and good,rips,Earned It (Fifty Shades Of Grey),The Weeknd,,,,,Universal,,,,,The Weeknd,,,,,,,,The Weeknd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,like the production is good I'll give it that but it just doesn't go that hard,doesn't rip,Mask Off,Future,,,,,A1,Freebandz,Epic,,,Metro Boomin,,,,,,,,Nayvadius Wilburn,Leland Wayne,Tommy Butler,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,it's mariah carey in the 90s,rips,I Don't Wanna Cry,Mariah Carey,,,,,Columbia,,,,,Narada Michael Walden,,,,,,,,Mariah Carey,Narada Michael Walden,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,"okay I really want to like this but it's just not the best I've heard from her and I don't think this is her style, especially after hearing mariah pull off a similar thing just before",doesn't rip,I Turn To You,Christina Aguilera,,,,,Atlantic,,,,,Jimmy Jam,Terry Lewis,,,,,,,Diane Warren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,hell yeah,rips,My Sacrifice,Creed,,,,,Epic,Wind-up,,,,John Kurzweg,Kirk Kelsey,,,,,,,Mark Tremonti,Scott Stapp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,imma be the flyest chick!,rips,Imma Be,The Black Eyed Peas,,,,,Interscope,,,,,will.i.am,Keith Harris,,,,,,,The Black Eyed Peas,Keith Harris,Thomas Brenneck,Michael Deller,Daniel Foder,Jared Tankel,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,maybe it's just me but this doesn't really rip,doesn't rip,Happy,Leona Lewis,,,,,Syco,J,,,,Tedder,,,,,,,,Leona Lewis,Evan Bogart,Ryan Tedder,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,"i like this, makes my brain go brrr",rips,Drive,The Cars,,,,,Elektra,,,,,"Robert John ""Mutt"" Lange",the Cars,,,,,,,Ric Ocasek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,,,Good Enough,Bobby Brown,,,,,MCA,,,,,,,,,,,,,LA Reid,Babyface ,Daryl Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,drop it like it's hot!!!,rips,Drop It Like It's Hot,Snoop Dogg ,Pharrell,,,,,,,,,,,,,,,,,Pharrell Williams,Snoop Dog,Chad Hugo,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,again glee ew,does not rip,My Life Would Suck Without You,Glee Cast,,,,,,,,,,,,,,,,,,Max Martin,Dr. Luke,Claude Kelly,Kelly Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,"classic, iconic",rips,Hey Baby (Drop It To The Floor),Pitbull,T-Pain,,,,Polo Grounds,J,Mr. 305,,,Sandy Vee,,,,,,,,Armando C. Pérez,Faheem Najm,Sandy Wilhelm,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,,,Heaven,Bryan Adams,,,,,A&M,,,,,Bob Clearmountain,Bryan Adams,,,,,,,Bryan Adams,Jim Vallance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,,,Nobody's Supposed To Be Here,Deborah Cox,,,,,Arista,,,,,"Anthony ""Shep"" Crawford",,,,,,,,Montell Jordan,"Anthony ""Shep"" Crawford",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,,,If You're Gone,matchbox twenty,,,,,Atlantic,Lava,Melisma,,,Matt Serletic,,,,,,,,Rob Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,,,Lean Back,Terror Squad,,,,,Universal,SRC,Island,,,Scott Storch,,,,,,,,Joseph Cartagena,Reminisce Smith,Scott Storch,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,,,Every Heartbeat,Amy Grant,,,,,A&M,,,,,Brown Bannister,Daniel Abraham (single version),,,,,,,Amy Grant,Wayne Kirkpatrick,Charlie Peacock,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,,,"End Of The Road (From ""Boomerang"")",Boyz II Men,,,,,LaFace,Arista,Motown,,,"Kenneth ""Babyface"" Edmonds","Antonio ""L.A."" Reid",Daryl Simmons (co.),,,,,,"Kenneth ""Babyface"" Edmonds","Antonio ""L.A."" Reid",Daryl Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,,,Mr. Wendal,Arrested Development,,,,,EMI,Chrysalis,,,,Speech,,,,,,,,Todd Thomas,Sylvester Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,,,Just Another Day,John Mellencamp,,,,,Mercury,,,,,Little Bastard,,,,,,,,John Mellencamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,,,Excuse Me Miss,JAY-Z,,,,,Roc-A-Fella,Def Jam,,,,The Neptunes,,,,,,,,Shawn Carter,Pharrell Williams,Chad Hugo,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,,,I Know,Post Malone,,,,,Republic,,,,,,,,,,,,,Billy Walsh,Post Malone,Louis Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaylie,,,If I Ever Fall In Love,Shai,,,,,Gasoline Alley,MCA,,,,"Carl ""Groove"" Martin",,,,,,,,"Carl ""Groove"" Martin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheniya,A little repetitive but still a bop,Rips,Scream & Shout,will.i.am,Britney Spears,,,,Interscope,,,,,Lazy Jay,will.i.am,,,,,,,Jean-Baptiste Kouame,Tulisa Contostavlos,Jef Martens,William Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheniya,"Not bad, but not great",Doesn't rip,All My Life,K-Ci,JoJo,,,,MCA,,,,,K-Ci & JoJo,,,,,,,,Joel Hailey,Rory Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheniya,"Mid, not a huge fan of the vocals",Doesn't rip,Shake Ya Tailfeather,Nelly ,Murphy Lee,P. Diddy,,,Bad Boy,Universal,,,,"Nelly & Jayson ""Koko"" Bridges",,,,,,,,Cornell Haynes,Tohri Harper,Sean Combs,Varick Smith,Basement Beats,Adonis Shropshire,,,,,,,,,,,,,,,,,,,,,,,,
Sheniya,Personal favorite a chill song to vibe to,Rips,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone,Swae Lee,,,,Republic,,,,,Carter Lang,Louis Bell,,,,,,,Austin Post,Khalif Brown,Carter Lang,Carl Rosen,Billy Walsh,Louis Bell,,,,,,,,,,,,,,,,,,,,,,,,
Sheniya,The songs catchy but not my vibe,Doesn't rip,Ayo Technology,50 Cent,Timbaland,Justin Timberlake,,,Shady Records,Aftermath Entertainment,Interscope Records,,,Danja,Timbaland,,,,,,,50 Cent,Timbaland,Justin Timberlake,Danja,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheniya,Kinda mid,Doesn't rip,Say Something,Justin Timberlake,Chris Stapleton,,,,RCA,,,,,Justin Timberlake,Timbaland,Danja,Larrance Dopson,,,,,Justin Timberlake,Larrance Dopson,Floyd Nathaniel Hills,Timothy Mosley,Christopher Stapleton,,,,,,,,,,,,,,,,,,,,,,,,,
Sheniya,"Bars are fire, instrumental slaps",Rips,Come With Me,P. Diddy,Jimmy Page,,,,Epic,,,,,Sean Combs,,,,,,,,Jimmy Page,Robert Plant,John Bonham,Sean Combs,Mark Curry,,,,,,,,,,,,,,,,,,,,,,,,,
Sheniya,Liked the music and the vocals weren't too bad,Rips,Perfect,One Direction,,,,,Syco,Sony,,,,Julian Bunetta,Shatkin,AFTERHRS,,,,,,Harry Styles,Louis Tomlinson,Jesse Shatkin,Jacob Kasher,John Ryan,Maureen Anne McDonald,Julian Bunetta,,,,,,,,,,,,,,,,,,,,,,,
Sheniya,"Like the beat, vocals are nice",Rips,Dangerous Woman,Ariana Grande,,,,,Republic,,,,,Max Martin,Johan Carlsson,,,,,,,Johan Carlsson,Max Martin,Ross Golan,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheniya,Classic rock song,Rips,Real Love,The Beatles,,,,,Parlophone,EMI,,,,John Lennon,Yoko Ono,,,,,,,John Lennon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheniya,"Slow jam, lyrics are nice",Rips,Diggin' On You,TLC,,,,,LaFace,Arista,,,,Babyface,,,,,,,,Babyface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheniya,"Enjoy the beat and the melody, but can't stop thinking of that one meme",Rips,Airplanes,B.o.B,Hayley Williams,,,,Grand Hustle,Rebel Rock,Atlantic,A&M/Octone (Oceania),,Alex da Kid,DJ Frank E,,,,,,,"Jeremy ""Kinetics"" Dussolliet","Tim ""One Love"" Sommers",Justin Franks,Alexander Grant,Bobby Simmons,Christine Dominguez,,,,,,,,,,,,,,,,,,,,,,,,
Sheniya,"Not bad, but not something I would vibe too",Doesn't rip,Sex And Candy,Marcy Playground,,,,,Capitol,,,,,John Wozniak,Jim Sabella,Jared Kotler,Kenny Gioia,,,,,John Wozniak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheniya,"Absolute bop, early 2000s throwback",Rips,Die Young,Ke$ha,,,,,RCA,Kemosabe,,,,Dr. Luke,Benny Blanco,Cirkut,,,,,,Kesha Sebert,Lukasz Gottwald,Benjamin Levin,Nathaniel Ruess,Henry Walter,,,,,,,,,,,,,,,,,,,,,,,,,
